BetaP_SE_0, BetaP_SE_1, rho_0,gamma_ei,gamma_ir,S0_0, E0_0, I0_0, R0_0, S_0_0, E_0_0, I_0_0, R_0_0, S_star_0_0, E_star_0_0, I_star_0_0, R_star_0_0, P_SE_0_0, S_0_1, E_0_1, I_0_1, R_0_1, S_star_0_1, E_star_0_1, I_star_0_1, R_star_0_1, P_SE_0_1, S_0_2, E_0_2, I_0_2, R_0_2, S_star_0_2, E_star_0_2, I_star_0_2, R_star_0_2, P_SE_0_2, S_0_3, E_0_3, I_0_3, R_0_3, S_star_0_3, E_star_0_3, I_star_0_3, R_star_0_3, P_SE_0_3, S_0_4, E_0_4, I_0_4, R_0_4, S_star_0_4, E_star_0_4, I_star_0_4, R_star_0_4, P_SE_0_4, S_0_5, E_0_5, I_0_5, R_0_5, S_star_0_5, E_star_0_5, I_star_0_5, R_star_0_5, P_SE_0_5, S_0_6, E_0_6, I_0_6, R_0_6, S_star_0_6, E_star_0_6, I_star_0_6, R_star_0_6, P_SE_0_6, S_0_7, E_0_7, I_0_7, R_0_7, S_star_0_7, E_star_0_7, I_star_0_7, R_star_0_7, P_SE_0_7, S_0_8, E_0_8, I_0_8, R_0_8, S_star_0_8, E_star_0_8, I_star_0_8, R_star_0_8, P_SE_0_8, S_0_9, E_0_9, I_0_9, R_0_9, S_star_0_9, E_star_0_9, I_star_0_9, R_star_0_9, P_SE_0_9, S_0_10, E_0_10, I_0_10, R_0_10, S_star_0_10, E_star_0_10, I_star_0_10, R_star_0_10, P_SE_0_10, S_0_11, E_0_11, I_0_11, R_0_11, S_star_0_11, E_star_0_11, I_star_0_11, R_star_0_11, P_SE_0_11, S_0_12, E_0_12, I_0_12, R_0_12, S_star_0_12, E_star_0_12, I_star_0_12, R_star_0_12, P_SE_0_12, S_0_13, E_0_13, I_0_13, R_0_13, S_star_0_13, E_star_0_13, I_star_0_13, R_star_0_13, P_SE_0_13, S_0_14, E_0_14, I_0_14, R_0_14, S_star_0_14, E_star_0_14, I_star_0_14, R_star_0_14, P_SE_0_14, S_0_15, E_0_15, I_0_15, R_0_15, S_star_0_15, E_star_0_15, I_star_0_15, R_star_0_15, P_SE_0_15, S_0_16, E_0_16, I_0_16, R_0_16, S_star_0_16, E_star_0_16, I_star_0_16, R_star_0_16, P_SE_0_16, S_0_17, E_0_17, I_0_17, R_0_17, S_star_0_17, E_star_0_17, I_star_0_17, R_star_0_17, P_SE_0_17, S_0_18, E_0_18, I_0_18, R_0_18, S_star_0_18, E_star_0_18, I_star_0_18, R_star_0_18, P_SE_0_18, S_0_19, E_0_19, I_0_19, R_0_19, S_star_0_19, E_star_0_19, I_star_0_19, R_star_0_19, P_SE_0_19, S_0_20, E_0_20, I_0_20, R_0_20, S_star_0_20, E_star_0_20, I_star_0_20, R_star_0_20, P_SE_0_20, S_0_21, E_0_21, I_0_21, R_0_21, S_star_0_21, E_star_0_21, I_star_0_21, R_star_0_21, P_SE_0_21, S_0_22, E_0_22, I_0_22, R_0_22, S_star_0_22, E_star_0_22, I_star_0_22, R_star_0_22, P_SE_0_22, S_0_23, E_0_23, I_0_23, R_0_23, S_star_0_23, E_star_0_23, I_star_0_23, R_star_0_23, P_SE_0_23, S_0_24, E_0_24, I_0_24, R_0_24, S_star_0_24, E_star_0_24, I_star_0_24, R_star_0_24, P_SE_0_24, S_0_25, E_0_25, I_0_25, R_0_25, S_star_0_25, E_star_0_25, I_star_0_25, R_star_0_25, P_SE_0_25, S_0_26, E_0_26, I_0_26, R_0_26, S_star_0_26, E_star_0_26, I_star_0_26, R_star_0_26, P_SE_0_26, Iteration,Time
-1.48546,-1.13005,0.818903,0.1518,0.18894,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0878711, 28, 2, 1, 1, 0, 1, 1, 1, 0.0483181, 27, 2, 1, 2, 0, 2, 1, 1, 0.0140502, 25, 3, 1, 3, 0, 0, 3, 0, 0.0210011, 25, 0, 4, 3, 0, 0, 0, 2, 0.027903, 25, 0, 2, 5, 0, 1, 0, 1, 0.0621513, 24, 1, 1, 6, 0, 2, 1, 1, 0.0528452, 22, 2, 1, 7, 0, 2, 0, 1, 0.0320508, 20, 4, 0, 8, 0, 0, 1, 0, 0.0054242, 20, 3, 1, 8, 0, 0, 2, 0, 0.0202481, 20, 1, 3, 8, 0, 1, 1, 3, 0.114753, 19, 1, 1, 11, 0, 0, 0, 1, 0.0265416, 19, 1, 0, 12, 0, 0, 0, 0, 0.00314806, 19, 1, 0, 12, 0, 0, 1, 0, 0.0199771, 19, 0, 1, 12, 0, 0, 0, 1, 0.0107998, 19, 0, 0, 13, 0, 0, 0, 0, 0.00503213, 19, 0, 0, 13, 0, 0, 0, 0, 0.00162824, 19, 0, 0, 13, 0, 0, 0, 0, 0.000178962, 19, 0, 0, 13, 0, 0, 0, 0, 4.47814e-05, 19, 0, 0, 13, 0, 0, 0, 0, 7.87415e-07, 19, 0, 0, 13, 0, 0, 0, 0, 4.03372e-09, 19, 0, 0, 13, 0, 0, 0, 0, 8.24485e-12, 19, 0, 0, 13, 0, 0, 0, 0, 6.29052e-13, 19, 0, 0, 13, 0, 0, 0, 0, 1.66533e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 577000,815
-1.31452,-1.06145,0.420061,0.197379,0.227999,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.103377, 28, 2, 1, 1, 0, 1, 1, 1, 0.0570639, 27, 2, 1, 2, 0, 2, 1, 1, 0.0166475, 25, 3, 1, 3, 0, 0, 3, 0, 0.0248671, 25, 0, 4, 3, 0, 0, 0, 2, 0.0330179, 25, 0, 2, 5, 0, 1, 0, 1, 0.0692419, 24, 1, 1, 6, 0, 2, 1, 1, 0.0520773, 22, 2, 1, 7, 0, 2, 0, 1, 0.03158, 20, 4, 0, 8, 0, 0, 1, 0, 0.00330458, 20, 3, 1, 8, 0, 0, 2, 0, 0.0204141, 20, 1, 3, 8, 0, 1, 1, 3, 0.126722, 19, 1, 1, 11, 0, 0, 0, 1, 0.0282293, 19, 1, 0, 12, 0, 0, 0, 0, 0.00191703, 19, 1, 0, 12, 0, 0, 1, 0, 0.0122057, 19, 0, 1, 12, 0, 0, 0, 1, 0.00949973, 19, 0, 0, 13, 0, 0, 0, 0, 0.00191703, 19, 0, 0, 13, 0, 0, 0, 0, 0.00106158, 19, 0, 0, 13, 0, 0, 0, 0, 0.000133803, 19, 0, 0, 13, 0, 0, 0, 0, 2.37066e-05, 19, 0, 0, 13, 0, 0, 0, 0, 5.87396e-07, 19, 0, 0, 13, 0, 0, 0, 0, 4.92171e-09, 19, 0, 0, 13, 0, 0, 0, 0, 1.10798e-11, 19, 0, 0, 13, 0, 0, 0, 0, 9.9809e-13, 19, 0, 0, 13, 0, 0, 0, 0, 4.10783e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 578000,816
-1.41536,-1.24295,0.248909,0.187906,0.191044,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0939426, 28, 2, 1, 1, 0, 1, 1, 1, 0.0517344, 27, 2, 1, 2, 0, 2, 1, 1, 0.0150627, 25, 3, 1, 3, 0, 0, 3, 0, 0.0225088, 25, 0, 4, 3, 0, 0, 0, 2, 0.0298986, 25, 0, 2, 5, 0, 1, 0, 1, 0.0612222, 24, 1, 1, 6, 0, 2, 1, 1, 0.0431524, 22, 2, 1, 7, 0, 2, 0, 1, 0.0261195, 20, 4, 0, 8, 0, 0, 1, 0, 0.00177167, 20, 3, 1, 8, 0, 0, 2, 0, 0.0170856, 20, 1, 3, 8, 0, 1, 1, 3, 0.112165, 19, 1, 1, 11, 0, 0, 0, 1, 0.0225088, 19, 1, 0, 12, 0, 0, 0, 0, 0.000411102, 19, 1, 0, 12, 0, 0, 1, 0, 0.00410342, 19, 0, 1, 12, 0, 0, 0, 1, 0.00878342, 19, 0, 0, 13, 0, 0, 0, 0, 0.00164339, 19, 0, 0, 13, 0, 0, 0, 0, 0.000652307, 19, 0, 0, 13, 0, 0, 0, 0, 7.12141e-05, 19, 0, 0, 13, 0, 0, 0, 0, 6.14475e-06, 19, 0, 0, 13, 0, 0, 0, 0, 6.14377e-08, 19, 0, 0, 13, 0, 0, 0, 0, 2.07727e-10, 19, 0, 0, 13, 0, 0, 0, 0, 4.54525e-13, 19, 0, 0, 13, 0, 0, 0, 0, 3.60822e-14, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 579000,817
-1.31649,-0.740715,0.401916,0.145249,0.247132,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.103185, 28, 2, 1, 1, 0, 1, 1, 1, 0.056955, 27, 2, 1, 2, 0, 2, 1, 1, 0.0166151, 25, 3, 1, 3, 0, 0, 3, 0, 0.0248188, 25, 0, 4, 3, 0, 0, 0, 2, 0.0329541, 25, 0, 2, 5, 0, 1, 0, 1, 0.0689258, 24, 1, 1, 6, 0, 2, 1, 1, 0.051507, 22, 2, 1, 7, 0, 2, 0, 1, 0.0312304, 20, 4, 0, 8, 0, 0, 1, 0, 0.00315585, 20, 3, 1, 8, 0, 0, 2, 0, 0.0202123, 20, 1, 3, 8, 0, 1, 1, 3, 0.126128, 19, 1, 1, 11, 0, 0, 0, 1, 0.0248188, 19, 1, 0, 12, 0, 0, 0, 0, 0.00073268, 19, 1, 0, 12, 0, 0, 1, 0, 0.00730269, 19, 0, 1, 12, 0, 0, 0, 1, 0.0105204, 19, 0, 0, 13, 0, 0, 0, 0, 0.0029275, 19, 0, 0, 13, 0, 0, 0, 0, 0.00192013, 19, 0, 0, 13, 0, 0, 0, 0, 0.0005726, 19, 0, 0, 13, 0, 0, 0, 0, 8.16586e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.00588e-05, 19, 0, 0, 13, 0, 0, 0, 0, 4.18991e-07, 19, 0, 0, 13, 0, 0, 0, 0, 2.83118e-09, 19, 0, 0, 13, 0, 0, 0, 0, 6.74914e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.05825e-11, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 580000,829
-1.53888,-1.30919,0.597267,0.169031,0.188176,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0834968, 28, 2, 1, 1, 0, 1, 1, 1, 0.0458633, 27, 2, 1, 2, 0, 2, 1, 1, 0.0133242, 25, 3, 1, 3, 0, 0, 3, 0, 0.0199196, 25, 0, 4, 3, 0, 0, 0, 2, 0.0264709, 25, 0, 2, 5, 0, 1, 0, 1, 0.057187, 24, 1, 1, 6, 0, 2, 1, 1, 0.0455449, 22, 2, 1, 7, 0, 2, 0, 1, 0.0275813, 20, 4, 0, 8, 0, 0, 1, 0, 0.00375349, 20, 3, 1, 8, 0, 0, 2, 0, 0.0176168, 20, 1, 3, 8, 0, 1, 1, 3, 0.105512, 19, 1, 1, 11, 0, 0, 0, 1, 0.0199196, 19, 1, 0, 12, 0, 0, 0, 0, 0.000871633, 19, 1, 0, 12, 0, 0, 1, 0, 0.00868222, 19, 0, 1, 12, 0, 0, 0, 1, 0.00927962, 19, 0, 0, 13, 0, 0, 0, 0, 0.00348198, 19, 0, 0, 13, 0, 0, 0, 0, 0.00105908, 19, 0, 0, 13, 0, 0, 0, 0, 8.94666e-05, 19, 0, 0, 13, 0, 0, 0, 0, 9.99818e-06, 19, 0, 0, 13, 0, 0, 0, 0, 7.17827e-08, 19, 0, 0, 13, 0, 0, 0, 0, 2.45982e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.7164e-13, 19, 0, 0, 13, 0, 0, 0, 0, 1.4877e-14, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 581000,830
-1.30937,-0.759171,0.445872,0.185072,0.226613,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.103883, 28, 2, 1, 1, 0, 1, 1, 1, 0.0573504, 27, 2, 1, 2, 0, 2, 1, 1, 0.0167329, 25, 3, 1, 3, 0, 0, 3, 0, 0.024994, 25, 0, 4, 3, 0, 0, 0, 2, 0.0331858, 25, 0, 2, 5, 0, 1, 0, 1, 0.0698518, 24, 1, 1, 6, 0, 2, 1, 1, 0.0530131, 22, 2, 1, 7, 0, 2, 0, 1, 0.0321537, 20, 4, 0, 8, 0, 0, 1, 0, 0.00352537, 20, 3, 1, 8, 0, 0, 2, 0, 0.0207507, 20, 1, 3, 8, 0, 1, 1, 3, 0.127851, 19, 1, 1, 11, 0, 0, 0, 1, 0.024994, 19, 1, 0, 12, 0, 0, 0, 0, 0.000818587, 19, 1, 0, 12, 0, 0, 1, 0, 0.00815578, 19, 0, 1, 12, 0, 0, 0, 1, 0.0108349, 19, 0, 0, 13, 0, 0, 0, 0, 0.00327033, 19, 0, 0, 13, 0, 0, 0, 0, 0.00172336, 19, 0, 0, 13, 0, 0, 0, 0, 0.000689211, 19, 0, 0, 13, 0, 0, 0, 0, 0.000143692, 19, 0, 0, 13, 0, 0, 0, 0, 1.61402e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.61538e-07, 19, 0, 0, 13, 0, 0, 0, 0, 2.2276e-09, 19, 0, 0, 13, 0, 0, 0, 0, 5.21319e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.79586e-11, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 582000,831
-1.27847,-0.899493,0.493786,0.183702,0.170508,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.106962, 28, 2, 1, 1, 0, 1, 1, 1, 0.0590957, 27, 2, 1, 2, 0, 2, 1, 1, 0.0172534, 25, 3, 1, 3, 0, 0, 3, 0, 0.0257681, 25, 0, 4, 3, 0, 0, 0, 2, 0.0342091, 25, 0, 2, 5, 0, 1, 0, 1, 0.0724681, 24, 1, 1, 6, 0, 2, 1, 1, 0.0559165, 22, 2, 1, 7, 0, 2, 0, 1, 0.0339352, 20, 4, 0, 8, 0, 0, 1, 0, 0.00402572, 20, 3, 1, 8, 0, 0, 2, 0, 0.0218389, 20, 1, 3, 8, 0, 1, 1, 3, 0.132571, 19, 1, 1, 11, 0, 0, 0, 1, 0.0257681, 19, 1, 0, 12, 0, 0, 0, 0, 0.000934946, 19, 1, 0, 12, 0, 0, 1, 0, 0.00931022, 19, 0, 1, 12, 0, 0, 0, 1, 0.0114422, 19, 0, 0, 13, 0, 0, 0, 0, 0.00373454, 19, 0, 0, 13, 0, 0, 0, 0, 0.00171075, 19, 0, 0, 13, 0, 0, 0, 0, 0.000516789, 19, 0, 0, 13, 0, 0, 0, 0, 9.36323e-05, 19, 0, 0, 13, 0, 0, 0, 0, 5.21423e-06, 19, 0, 0, 13, 0, 0, 0, 0, 5.79066e-08, 19, 0, 0, 13, 0, 0, 0, 0, 2.92976e-10, 19, 0, 0, 13, 0, 0, 0, 0, 4.54217e-11, 19, 0, 0, 13, 0, 0, 0, 0, 5.85976e-13, 19, 0, 0, 13, 0, 0, 0, 0, 3.33067e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 583000,832
-1.36456,-1.77217,0.225471,0.207144,0.191634,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0985894, 28, 2, 1, 1, 0, 1, 1, 1, 0.0543562, 27, 2, 1, 2, 0, 2, 1, 1, 0.0158416, 25, 3, 1, 3, 0, 0, 3, 0, 0.023668, 25, 0, 4, 3, 0, 0, 0, 2, 0.0314322, 25, 0, 2, 5, 0, 1, 0, 1, 0.0640795, 24, 1, 1, 6, 0, 2, 1, 1, 0.0447662, 22, 2, 1, 7, 0, 2, 0, 1, 0.0271054, 20, 4, 0, 8, 0, 0, 1, 0, 0.00168856, 20, 3, 1, 8, 0, 0, 2, 0, 0.017768, 20, 1, 3, 8, 0, 1, 1, 3, 0.117204, 19, 1, 1, 11, 0, 0, 0, 1, 0.023668, 19, 1, 0, 12, 0, 0, 0, 0, 0.000391804, 19, 1, 0, 12, 0, 0, 1, 0, 0.00391114, 19, 0, 1, 12, 0, 0, 0, 1, 0.00911801, 19, 0, 0, 13, 0, 0, 0, 0, 0.00156629, 19, 0, 0, 13, 0, 0, 0, 0, 0.000299679, 19, 0, 0, 13, 0, 0, 0, 0, 1.57974e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.19566e-06, 19, 0, 0, 13, 0, 0, 0, 0, 8.47914e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.19904e-13, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 584000,833
-1.44397,-1.30943,0.922199,0.17587,0.222237,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0914186, 28, 2, 1, 1, 0, 1, 1, 1, 0.0503129, 27, 2, 1, 2, 0, 2, 1, 1, 0.0146411, 25, 3, 1, 3, 0, 0, 3, 0, 0.0218811, 25, 0, 4, 3, 0, 0, 0, 2, 0.0290679, 25, 0, 2, 5, 0, 1, 0, 1, 0.0656276, 24, 1, 1, 6, 0, 2, 1, 1, 0.0573691, 22, 2, 1, 7, 0, 2, 0, 1, 0.0348273, 20, 4, 0, 8, 0, 0, 1, 0, 0.0063642, 20, 3, 1, 8, 0, 0, 2, 0, 0.0219082, 20, 1, 3, 8, 0, 1, 1, 3, 0.121137, 19, 1, 1, 11, 0, 0, 0, 1, 0.0283758, 19, 1, 0, 12, 0, 0, 0, 0, 0.00147938, 19, 1, 0, 12, 0, 0, 1, 0, 0.0146957, 19, 0, 1, 12, 0, 0, 0, 1, 0.00954949, 19, 0, 0, 13, 0, 0, 0, 0, 0.00369434, 19, 0, 0, 13, 0, 0, 0, 0, 0.00119835, 19, 0, 0, 13, 0, 0, 0, 0, 0.000151782, 19, 0, 0, 13, 0, 0, 0, 0, 1.69586e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.06214e-07, 19, 0, 0, 13, 0, 0, 0, 0, 2.94914e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.9218e-13, 19, 0, 0, 13, 0, 0, 0, 0, 1.56541e-14, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 585000,834
-1.84268,-0.936994,0.730676,0.23101,0.185624,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.06232, 28, 2, 1, 1, 0, 1, 1, 1, 0.0340548, 27, 2, 1, 2, 0, 2, 1, 1, 0.00985064, 25, 3, 1, 3, 0, 0, 3, 0, 0.0147395, 25, 0, 4, 3, 0, 0, 0, 2, 0.0196042, 25, 0, 2, 5, 0, 1, 0, 1, 0.0433538, 24, 1, 1, 6, 0, 2, 1, 1, 0.035898, 22, 2, 1, 7, 0, 2, 0, 1, 0.0216961, 20, 4, 0, 8, 0, 0, 1, 0, 0.00338947, 20, 3, 1, 8, 0, 0, 2, 0, 0.0137407, 20, 1, 3, 8, 0, 1, 1, 3, 0.080649, 19, 1, 1, 11, 0, 0, 0, 1, 0.0147395, 19, 1, 0, 12, 0, 0, 0, 0, 0.000786989, 19, 1, 0, 12, 0, 0, 1, 0, 0.00784208, 19, 0, 1, 12, 0, 0, 0, 1, 0.00611193, 19, 0, 0, 13, 0, 0, 0, 0, 0.00196631, 19, 0, 0, 13, 0, 0, 0, 0, 0.000924972, 19, 0, 0, 13, 0, 0, 0, 0, 0.000246702, 19, 0, 0, 13, 0, 0, 0, 0, 4.0004e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.13156e-06, 19, 0, 0, 13, 0, 0, 0, 0, 2.88314e-08, 19, 0, 0, 13, 0, 0, 0, 0, 1.20931e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.43038e-11, 19, 0, 0, 13, 0, 0, 0, 0, 1.41887e-13, 19, 0, 0, 13, 0, 0, 0, 0, 1.11022e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 586000,836
-1.40267,-1.54225,0.326765,0.161188,0.152538,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0950837, 28, 2, 1, 1, 0, 1, 1, 1, 0.0523777, 27, 2, 1, 2, 0, 2, 1, 1, 0.0152537, 25, 3, 1, 3, 0, 0, 3, 0, 0.022793, 25, 0, 4, 3, 0, 0, 0, 2, 0.0302747, 25, 0, 2, 5, 0, 1, 0, 1, 0.0627123, 24, 1, 1, 6, 0, 2, 1, 1, 0.0455581, 22, 2, 1, 7, 0, 2, 0, 1, 0.0275893, 20, 4, 0, 8, 0, 0, 1, 0, 0.00235485, 20, 3, 1, 8, 0, 0, 2, 0, 0.0179418, 20, 1, 3, 8, 0, 1, 1, 3, 0.114956, 19, 1, 1, 11, 0, 0, 0, 1, 0.022793, 19, 1, 0, 12, 0, 0, 0, 0, 0.000546547, 19, 1, 0, 12, 0, 0, 1, 0, 0.00545205, 19, 0, 1, 12, 0, 0, 0, 1, 0.00928234, 19, 0, 0, 13, 0, 0, 0, 0, 0.0021844, 19, 0, 0, 13, 0, 0, 0, 0, 0.000350752, 19, 0, 0, 13, 0, 0, 0, 0, 2.78772e-05, 19, 0, 0, 13, 0, 0, 0, 0, 4.18425e-06, 19, 0, 0, 13, 0, 0, 0, 0, 1.32109e-08, 19, 0, 0, 13, 0, 0, 0, 0, 5.90339e-12, 19, 0, 0, 13, 0, 0, 0, 0, 1.66533e-15, 19, 0, 0, 13, 0, 0, 0, 0, 1.11022e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 587000,837
-1.64868,-0.976999,0.616152,0.145367,0.18682,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0751498, 28, 2, 1, 1, 0, 1, 1, 1, 0.041194, 27, 2, 1, 2, 0, 2, 1, 1, 0.0119471, 25, 3, 1, 3, 0, 0, 3, 0, 0.0178669, 25, 0, 4, 3, 0, 0, 0, 3, 0.0237514, 25, 0, 1, 6, 0, 1, 0, 0, 0.0284614, 24, 1, 1, 6, 0, 2, 1, 1, 0.0412627, 22, 2, 1, 7, 0, 2, 0, 1, 0.0249659, 20, 4, 0, 8, 0, 0, 1, 0, 0.00347003, 20, 3, 1, 8, 0, 0, 2, 0, 0.0159211, 20, 1, 3, 8, 0, 1, 1, 3, 0.0953598, 19, 1, 1, 11, 0, 0, 0, 1, 0.0178669, 19, 1, 0, 12, 0, 0, 0, 0, 0.000805718, 19, 1, 0, 12, 0, 0, 1, 0, 0.00802803, 19, 0, 1, 12, 0, 0, 0, 1, 0.00839221, 19, 0, 0, 13, 0, 0, 0, 0, 0.00321898, 19, 0, 0, 13, 0, 0, 0, 0, 0.000909864, 19, 0, 0, 13, 0, 0, 0, 0, 0.000224014, 19, 0, 0, 13, 0, 0, 0, 0, 5.91779e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.15437e-06, 19, 0, 0, 13, 0, 0, 0, 0, 2.37963e-08, 19, 0, 0, 13, 0, 0, 0, 0, 1.10331e-10, 19, 0, 0, 13, 0, 0, 0, 0, 3.94773e-12, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 588000,838
-1.47164,-0.790003,0.378266,0.179455,0.174612,30, 1, 1, 0, 30, 1, 1, 0, 0, 2, 1, 1, 0.0890379, 28, 2, 1, 1, 0, 1, 1, 1, 0.0489738, 27, 2, 1, 2, 0, 2, 1, 1, 0.0142443, 25, 3, 1, 3, 0, 0, 3, 0, 0.0212902, 25, 0, 4, 3, 0, 0, 0, 3, 0.0282858, 25, 0, 1, 6, 0, 1, 0, 0, 0.0317235, 24, 1, 1, 6, 0, 2, 1, 1, 0.0437416, 22, 2, 1, 7, 0, 2, 0, 1, 0.0264794, 20, 4, 0, 8, 0, 0, 1, 0, 0.00254408, 20, 3, 1, 8, 0, 0, 2, 0, 0.0171514, 20, 1, 3, 8, 0, 1, 1, 3, 0.10862, 19, 1, 1, 11, 0, 0, 0, 1, 0.0238883, 19, 1, 0, 12, 0, 0, 0, 0, 0.00147562, 19, 1, 0, 12, 0, 0, 1, 0, 0.0094064, 19, 0, 1, 12, 0, 0, 0, 1, 0.00978328, 19, 0, 0, 13, 0, 0, 0, 0, 0.00324348, 19, 0, 0, 13, 0, 0, 0, 0, 0.00120562, 19, 0, 0, 13, 0, 0, 0, 0, 0.000287668, 19, 0, 0, 13, 0, 0, 0, 0, 9.16209e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.24397e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.39037e-07, 19, 0, 0, 13, 0, 0, 0, 0, 2.823e-09, 19, 0, 0, 13, 0, 0, 0, 0, 2.02963e-10, 19, 0, 0, 13, 0, 0, 0, 0, 2.25386e-12, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 589000,839
