BetaP_SE_0, BetaP_SE_1, rho_0,gamma_ei,gamma_ir,S0_0, E0_0, I0_0, R0_0, S_0_0, E_0_0, I_0_0, R_0_0, S_star_0_0, E_star_0_0, I_star_0_0, R_star_0_0, P_SE_0_0, S_0_1, E_0_1, I_0_1, R_0_1, S_star_0_1, E_star_0_1, I_star_0_1, R_star_0_1, P_SE_0_1, S_0_2, E_0_2, I_0_2, R_0_2, S_star_0_2, E_star_0_2, I_star_0_2, R_star_0_2, P_SE_0_2, S_0_3, E_0_3, I_0_3, R_0_3, S_star_0_3, E_star_0_3, I_star_0_3, R_star_0_3, P_SE_0_3, S_0_4, E_0_4, I_0_4, R_0_4, S_star_0_4, E_star_0_4, I_star_0_4, R_star_0_4, P_SE_0_4, S_0_5, E_0_5, I_0_5, R_0_5, S_star_0_5, E_star_0_5, I_star_0_5, R_star_0_5, P_SE_0_5, S_0_6, E_0_6, I_0_6, R_0_6, S_star_0_6, E_star_0_6, I_star_0_6, R_star_0_6, P_SE_0_6, S_0_7, E_0_7, I_0_7, R_0_7, S_star_0_7, E_star_0_7, I_star_0_7, R_star_0_7, P_SE_0_7, S_0_8, E_0_8, I_0_8, R_0_8, S_star_0_8, E_star_0_8, I_star_0_8, R_star_0_8, P_SE_0_8, S_0_9, E_0_9, I_0_9, R_0_9, S_star_0_9, E_star_0_9, I_star_0_9, R_star_0_9, P_SE_0_9, S_0_10, E_0_10, I_0_10, R_0_10, S_star_0_10, E_star_0_10, I_star_0_10, R_star_0_10, P_SE_0_10, S_0_11, E_0_11, I_0_11, R_0_11, S_star_0_11, E_star_0_11, I_star_0_11, R_star_0_11, P_SE_0_11, S_0_12, E_0_12, I_0_12, R_0_12, S_star_0_12, E_star_0_12, I_star_0_12, R_star_0_12, P_SE_0_12, S_0_13, E_0_13, I_0_13, R_0_13, S_star_0_13, E_star_0_13, I_star_0_13, R_star_0_13, P_SE_0_13, S_0_14, E_0_14, I_0_14, R_0_14, S_star_0_14, E_star_0_14, I_star_0_14, R_star_0_14, P_SE_0_14, S_0_15, E_0_15, I_0_15, R_0_15, S_star_0_15, E_star_0_15, I_star_0_15, R_star_0_15, P_SE_0_15, S_0_16, E_0_16, I_0_16, R_0_16, S_star_0_16, E_star_0_16, I_star_0_16, R_star_0_16, P_SE_0_16, S_0_17, E_0_17, I_0_17, R_0_17, S_star_0_17, E_star_0_17, I_star_0_17, R_star_0_17, P_SE_0_17, S_0_18, E_0_18, I_0_18, R_0_18, S_star_0_18, E_star_0_18, I_star_0_18, R_star_0_18, P_SE_0_18, S_0_19, E_0_19, I_0_19, R_0_19, S_star_0_19, E_star_0_19, I_star_0_19, R_star_0_19, P_SE_0_19, S_0_20, E_0_20, I_0_20, R_0_20, S_star_0_20, E_star_0_20, I_star_0_20, R_star_0_20, P_SE_0_20, S_0_21, E_0_21, I_0_21, R_0_21, S_star_0_21, E_star_0_21, I_star_0_21, R_star_0_21, P_SE_0_21, S_0_22, E_0_22, I_0_22, R_0_22, S_star_0_22, E_star_0_22, I_star_0_22, R_star_0_22, P_SE_0_22, S_0_23, E_0_23, I_0_23, R_0_23, S_star_0_23, E_star_0_23, I_star_0_23, R_star_0_23, P_SE_0_23, S_0_24, E_0_24, I_0_24, R_0_24, S_star_0_24, E_star_0_24, I_star_0_24, R_star_0_24, P_SE_0_24, S_0_25, E_0_25, I_0_25, R_0_25, S_star_0_25, E_star_0_25, I_star_0_25, R_star_0_25, P_SE_0_25, S_0_26, E_0_26, I_0_26, R_0_26, S_star_0_26, E_star_0_26, I_star_0_26, R_star_0_26, P_SE_0_26, Iteration,Time
-2.0156,-1.01383,0.262086,0.163529,0.105705,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00462159, 29, 1, 1, 1, 0, 3, 1, 0, 0.0287257, 26, 3, 2, 1, 0, 1, 1, 0, 0.0165171, 25, 3, 3, 1, 0, 0, 3, 1, 0.0367804, 25, 0, 5, 2, 0, 1, 0, 2, 0.0206036, 24, 1, 3, 4, 0, 2, 0, 0, 0.0500923, 22, 3, 3, 4, 0, 2, 1, 3, 0.0638876, 20, 4, 1, 7, 0, 0, 0, 0, 0.0145228, 20, 4, 1, 7, 0, 0, 1, 1, 0.0100142, 20, 3, 1, 8, 0, 0, 2, 1, 0.00977895, 20, 1, 2, 9, 0, 1, 1, 1, 0.0436268, 19, 1, 2, 10, 0, 0, 0, 1, 0.0264092, 19, 1, 1, 11, 0, 0, 0, 0, 0.00498274, 19, 1, 1, 11, 0, 0, 1, 0, 0.0211786, 19, 0, 2, 11, 0, 0, 0, 0, 0.00923483, 19, 0, 2, 11, 0, 0, 0, 0, 0.00923483, 19, 0, 2, 11, 0, 0, 0, 0, 0.00348938, 19, 0, 2, 11, 0, 0, 0, 0, 0.000944942, 19, 0, 2, 11, 0, 0, 0, 0, 0.000175817, 19, 0, 2, 11, 0, 0, 0, 1, 5.72198e-06, 19, 0, 1, 12, 0, 0, 0, 0, 2.23926e-08, 19, 0, 1, 12, 0, 0, 0, 1, 1.21183e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.91447e-12, 19, 0, 0, 13, 0, 0, 0, 0, 1.11022e-14, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 542000,763
-1.50756,-0.42408,0.15077,0.166683,0.133683,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00441923, 29, 1, 1, 1, 0, 3, 1, 0, 0.0472875, 26, 3, 2, 1, 0, 1, 1, 0, 0.0273016, 25, 3, 3, 1, 0, 0, 3, 1, 0.0603828, 25, 0, 5, 2, 0, 1, 0, 2, 0.0340097, 24, 1, 3, 4, 0, 2, 0, 0, 0.0809424, 22, 3, 3, 4, 0, 2, 1, 3, 0.101664, 20, 4, 1, 7, 0, 0, 0, 0, 0.022547, 20, 4, 1, 7, 0, 0, 1, 1, 0.0147108, 20, 3, 1, 8, 0, 0, 2, 1, 0.0151583, 20, 1, 2, 9, 0, 0, 1, 1, 0.0695083, 20, 0, 2, 10, 0, 0, 0, 1, 0.0423044, 20, 0, 1, 11, 0, 1, 0, 0, 0.00768557, 19, 1, 1, 11, 0, 0, 1, 0, 0.0317101, 19, 0, 2, 11, 0, 0, 0, 0, 0.0146409, 19, 0, 2, 11, 0, 0, 0, 1, 0.0146409, 19, 0, 1, 12, 0, 0, 0, 0, 0.00533163, 19, 0, 1, 12, 0, 0, 0, 0, 0.00470782, 19, 0, 1, 12, 0, 0, 0, 0, 0.00158648, 19, 0, 1, 12, 0, 0, 0, 0, 0.000989499, 19, 0, 1, 12, 0, 0, 0, 0, 0.000116777, 19, 0, 1, 12, 0, 0, 0, 1, 1.18578e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.88287e-07, 19, 0, 0, 13, 0, 0, 0, 0, 6.77158e-08, 19, 0, 0, 13, 0, 0, 0, 0, 3.47905e-09, 19, 0, 0, 13, 0, 0, 0, 0, 1.11715e-10, 19, 0, 0, 13, 0, 0, 0, 0, 2.29583e-12, 543000,765
-1.31907,-0.78211,0.17516,0.143837,0.120863,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00619355, 29, 1, 1, 1, 0, 3, 1, 0, 0.0568125, 26, 3, 2, 1, 0, 1, 1, 0, 0.0328706, 25, 3, 3, 1, 0, 0, 3, 1, 0.0724436, 25, 0, 5, 2, 0, 1, 0, 2, 0.040918, 24, 1, 3, 4, 0, 2, 0, 0, 0.0971334, 22, 3, 3, 4, 0, 2, 1, 3, 0.119905, 20, 4, 1, 7, 0, 0, 0, 0, 0.0247556, 20, 4, 1, 7, 0, 0, 1, 1, 0.0169838, 20, 3, 1, 8, 0, 0, 2, 0, 0.01761, 20, 1, 3, 8, 0, 0, 1, 1, 0.119204, 20, 0, 3, 9, 0, 0, 0, 1, 0.0724436, 20, 0, 2, 10, 0, 1, 0, 0, 0.0168859, 19, 1, 2, 10, 0, 0, 1, 0, 0.067636, 19, 0, 3, 10, 0, 0, 0, 1, 0.0252216, 19, 0, 2, 11, 0, 0, 0, 1, 0.0173556, 19, 0, 1, 12, 0, 0, 0, 1, 0.00439553, 19, 0, 0, 13, 0, 0, 0, 0, 0.000311341, 19, 0, 0, 13, 0, 0, 0, 0, 8.03726e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.0145e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.43997e-07, 19, 0, 0, 13, 0, 0, 0, 0, 9.28313e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.61847e-10, 19, 0, 0, 13, 0, 0, 0, 0, 2.49167e-12, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 544000,767
-1.28281,-0.691364,0.511634,0.174195,0.132345,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.0186414, 29, 1, 1, 1, 0, 3, 1, 0, 0.0588474, 26, 3, 2, 1, 0, 1, 1, 0, 0.0340635, 25, 3, 3, 1, 0, 0, 3, 1, 0.0750158, 25, 0, 5, 2, 0, 1, 0, 2, 0.0423965, 24, 1, 3, 4, 0, 2, 0, 0, 0.103952, 22, 3, 3, 4, 0, 2, 1, 3, 0.128206, 20, 4, 1, 7, 0, 0, 0, 0, 0.025658, 20, 4, 1, 7, 0, 0, 1, 1, 0.0184233, 20, 3, 1, 8, 0, 0, 2, 0, 0.0203159, 20, 1, 3, 8, 0, 0, 1, 1, 0.1261, 20, 0, 3, 9, 0, 0, 0, 1, 0.0750158, 20, 0, 2, 10, 0, 1, 0, 0, 0.0181273, 19, 1, 2, 10, 0, 0, 1, 0, 0.075927, 19, 0, 3, 10, 0, 0, 0, 1, 0.0270673, 19, 0, 2, 11, 0, 0, 0, 1, 0.0195475, 19, 0, 1, 12, 0, 0, 0, 1, 0.00625367, 19, 0, 0, 13, 0, 0, 0, 0, 0.00123748, 19, 0, 0, 13, 0, 0, 0, 0, 0.000349915, 19, 0, 0, 13, 0, 0, 0, 0, 6.95353e-05, 19, 0, 0, 13, 0, 0, 0, 0, 1.85565e-06, 19, 0, 0, 13, 0, 0, 0, 0, 1.904e-08, 19, 0, 0, 13, 0, 0, 0, 0, 2.38425e-09, 19, 0, 0, 13, 0, 0, 0, 0, 1.32026e-10, 19, 0, 0, 13, 0, 0, 0, 0, 1.04439e-12, 19, 0, 0, 13, 0, 0, 0, 0, 4.996e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 545000,769
-2.08933,-0.96553,0.526328,0.149708,0.124377,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00860426, 29, 1, 1, 1, 0, 3, 1, 0, 0.0267114, 26, 3, 2, 1, 0, 1, 1, 0, 0.0153522, 25, 3, 3, 1, 0, 0, 3, 1, 0.0342114, 25, 0, 5, 2, 0, 1, 0, 2, 0.0191532, 24, 1, 3, 4, 0, 2, 0, 0, 0.047888, 22, 3, 3, 4, 0, 2, 1, 3, 0.0594973, 20, 4, 1, 7, 0, 0, 0, 0, 0.0135056, 20, 4, 1, 7, 0, 0, 1, 1, 0.00960033, 20, 3, 1, 8, 0, 0, 2, 1, 0.0104777, 20, 1, 2, 9, 0, 0, 1, 1, 0.040069, 20, 0, 2, 10, 0, 0, 0, 1, 0.0229396, 20, 0, 1, 11, 0, 1, 0, 0, 0.00430168, 19, 1, 1, 11, 0, 0, 1, 0, 0.019706, 19, 0, 2, 11, 0, 0, 0, 0, 0.00946317, 19, 0, 2, 11, 0, 0, 0, 1, 0.00990203, 19, 0, 1, 12, 0, 0, 0, 0, 0.00256633, 19, 0, 1, 12, 0, 0, 0, 0, 0.00079893, 19, 0, 1, 12, 0, 0, 0, 0, 0.000158271, 19, 0, 1, 12, 0, 0, 0, 0, 6.89491e-06, 19, 0, 1, 12, 0, 0, 0, 0, 4.88804e-08, 19, 0, 1, 12, 0, 0, 0, 0, 3.63671e-10, 19, 0, 1, 12, 0, 0, 0, 0, 2.31648e-11, 19, 0, 1, 12, 0, 0, 0, 0, 1.88183e-13, 19, 0, 1, 12, 0, 0, 0, 1, 2.22045e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 546000,771
-1.38887,-2.46418,0.255063,0.138085,0.170515,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00840151, 29, 1, 1, 1, 0, 3, 1, 0, 0.0530861, 26, 3, 2, 1, 0, 1, 1, 0, 0.030689, 25, 3, 3, 1, 0, 0, 3, 1, 0.0677292, 25, 0, 5, 2, 0, 1, 0, 2, 0.0382129, 24, 1, 3, 4, 0, 2, 0, 0, 0.0916316, 22, 3, 3, 4, 0, 2, 1, 3, 0.116069, 20, 4, 1, 7, 0, 0, 0, 0, 0.0250063, 20, 4, 1, 7, 0, 0, 1, 1, 0.0172994, 20, 3, 1, 8, 0, 0, 2, 0, 0.0168741, 20, 1, 3, 8, 0, 0, 1, 2, 0.112237, 20, 0, 2, 10, 0, 0, 0, 1, 0.0456785, 20, 0, 1, 11, 0, 1, 0, 0, 0.00819137, 19, 1, 1, 11, 0, 0, 1, 0, 0.0348738, 19, 0, 2, 11, 0, 0, 0, 1, 0.0167412, 19, 0, 1, 12, 0, 0, 0, 0, 0.0094779, 19, 0, 1, 12, 0, 0, 0, 0, 0.000865055, 19, 0, 1, 12, 0, 0, 0, 0, 1.15189e-05, 19, 0, 1, 12, 0, 0, 0, 0, 5.04884e-07, 19, 0, 1, 12, 0, 0, 0, 1, 1.20108e-11, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 547000,773
-1.61368,-1.89277,0.467824,0.167521,0.134601,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.0122831, 29, 1, 1, 1, 0, 3, 1, 0, 0.0426295, 26, 3, 2, 1, 0, 1, 1, 0, 0.0245869, 25, 3, 3, 1, 0, 0, 3, 1, 0.0544721, 25, 0, 5, 2, 0, 1, 0, 2, 0.0306386, 24, 1, 3, 4, 0, 2, 0, 0, 0.0754844, 22, 3, 3, 4, 0, 2, 1, 3, 0.0977469, 20, 4, 1, 7, 0, 0, 0, 0, 0.0212928, 20, 4, 1, 7, 0, 0, 1, 1, 0.0150657, 20, 3, 1, 8, 0, 0, 2, 0, 0.0163134, 20, 1, 3, 8, 0, 0, 1, 1, 0.0963162, 20, 0, 3, 9, 0, 0, 0, 1, 0.057165, 20, 0, 2, 10, 0, 1, 0, 0, 0.0139336, 19, 1, 2, 10, 0, 0, 1, 0, 0.0545804, 19, 0, 3, 10, 0, 0, 0, 1, 0.0203619, 19, 0, 2, 11, 0, 0, 0, 0, 0.0148706, 19, 0, 2, 11, 0, 0, 0, 0, 0.00239749, 19, 0, 2, 11, 0, 0, 0, 1, 0.000100742, 19, 0, 1, 12, 0, 0, 0, 0, 5.08701e-06, 19, 0, 1, 12, 0, 0, 0, 1, 2.16396e-09, 19, 0, 0, 13, 0, 0, 0, 0, 4.41869e-14, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 548000,775
-1.72872,-1.47443,0.505236,0.158388,0.132081,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.0118265, 29, 1, 1, 1, 0, 3, 1, 0, 0.0380863, 26, 3, 2, 1, 0, 1, 1, 0, 0.0219445, 25, 3, 3, 1, 0, 0, 3, 1, 0.0486992, 25, 0, 5, 2, 0, 1, 0, 2, 0.027355, 24, 1, 3, 4, 0, 2, 0, 0, 0.0678181, 22, 3, 3, 4, 0, 2, 1, 3, 0.088223, 20, 4, 1, 7, 0, 0, 0, 0, 0.0192004, 20, 4, 1, 7, 0, 0, 1, 1, 0.0136317, 20, 3, 1, 8, 0, 0, 2, 0, 0.0148346, 20, 1, 3, 8, 0, 0, 1, 1, 0.0868313, 20, 0, 3, 9, 0, 0, 0, 1, 0.0513074, 20, 0, 2, 10, 0, 1, 0, 0, 0.0125404, 19, 1, 2, 10, 0, 0, 1, 0, 0.0527, 19, 0, 3, 10, 0, 0, 0, 1, 0.0192004, 19, 0, 2, 11, 0, 0, 0, 0, 0.0143461, 19, 0, 2, 11, 0, 0, 0, 1, 0.00351103, 19, 0, 1, 12, 0, 0, 0, 1, 0.000251668, 19, 0, 0, 13, 0, 0, 0, 0, 1.46766e-05, 19, 0, 0, 13, 0, 0, 0, 0, 5.40178e-08, 19, 0, 0, 13, 0, 0, 0, 0, 2.34734e-11, 19, 0, 0, 13, 0, 0, 0, 0, 1.14353e-14, 19, 0, 0, 13, 0, 0, 0, 0, 6.66134e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 549000,777
-2.06682,-1.08455,0.512148,0.14743,0.136867,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.0085632, 29, 1, 1, 1, 0, 3, 1, 0, 0.027311, 26, 3, 2, 1, 0, 1, 1, 0, 0.0156989, 25, 3, 3, 1, 0, 0, 3, 1, 0.0349763, 25, 0, 5, 2, 0, 1, 0, 2, 0.0195849, 24, 1, 3, 4, 0, 2, 0, 0, 0.0488812, 22, 3, 3, 4, 0, 2, 1, 3, 0.0638253, 20, 4, 1, 7, 0, 0, 0, 0, 0.0137567, 20, 4, 1, 7, 0, 0, 1, 0, 0.00976564, 20, 3, 2, 7, 0, 0, 2, 1, 0.0184353, 20, 1, 3, 8, 0, 0, 1, 1, 0.0627925, 20, 0, 3, 9, 0, 0, 0, 1, 0.0381631, 20, 0, 2, 10, 0, 1, 0, 0, 0.00941073, 19, 1, 2, 10, 0, 0, 1, 0, 0.0396595, 19, 0, 3, 10, 0, 0, 0, 1, 0.0141915, 19, 0, 2, 11, 0, 0, 0, 0, 0.0107205, 19, 0, 2, 11, 0, 0, 0, 0, 0.00385984, 19, 0, 2, 11, 0, 0, 0, 1, 0.000870086, 19, 0, 1, 12, 0, 0, 0, 0, 9.92435e-05, 19, 0, 1, 12, 0, 0, 0, 0, 2.06375e-06, 19, 0, 1, 12, 0, 0, 0, 1, 8.54423e-09, 19, 0, 0, 13, 0, 0, 0, 0, 7.82241e-12, 19, 0, 0, 13, 0, 0, 0, 0, 4.18887e-13, 19, 0, 0, 13, 0, 0, 0, 0, 1.44329e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 550000,779
-1.41453,-1.71841,0.105128,0.150859,0.130493,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00338357, 29, 1, 1, 1, 0, 3, 1, 0, 0.0517764, 26, 3, 2, 1, 0, 1, 1, 0, 0.0299231, 25, 3, 3, 1, 0, 0, 3, 1, 0.066071, 25, 0, 5, 2, 0, 1, 0, 2, 0.0372629, 24, 1, 3, 4, 0, 2, 0, 0, 0.0880615, 22, 3, 3, 4, 0, 2, 1, 3, 0.109998, 20, 4, 1, 7, 0, 0, 0, 0, 0.0240552, 20, 4, 1, 7, 0, 0, 1, 1, 0.0163262, 20, 3, 1, 8, 0, 0, 2, 1, 0.0161552, 20, 1, 2, 9, 0, 0, 1, 1, 0.0751489, 20, 0, 2, 10, 0, 0, 0, 1, 0.0457919, 20, 0, 1, 11, 0, 1, 0, 0, 0.00816977, 19, 1, 1, 11, 0, 0, 1, 0, 0.0326171, 19, 0, 2, 11, 0, 0, 0, 0, 0.0158452, 19, 0, 2, 11, 0, 0, 0, 0, 0.0160163, 19, 0, 2, 11, 0, 0, 0, 0, 0.00289161, 19, 0, 2, 11, 0, 0, 0, 1, 0.000188497, 19, 0, 1, 12, 0, 0, 0, 0, 8.96575e-06, 19, 0, 1, 12, 0, 0, 0, 0, 8.56954e-09, 19, 0, 1, 12, 0, 0, 0, 0, 1.55898e-12, 19, 0, 1, 12, 0, 0, 0, 1, 3.33067e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 551000,781
-1.64783,-1.44651,0.678753,0.119791,0.176271,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.0171802, 29, 1, 1, 1, 0, 3, 1, 0, 0.0412283, 26, 3, 2, 1, 0, 1, 1, 1, 0.0237714, 25, 3, 2, 2, 0, 0, 3, 1, 0.0354443, 25, 0, 4, 3, 0, 1, 0, 1, 0.0237714, 24, 1, 3, 4, 0, 2, 0, 0, 0.0745799, 22, 3, 3, 4, 0, 2, 1, 3, 0.0923391, 20, 4, 1, 7, 0, 0, 0, 0, 0.0218018, 20, 4, 1, 7, 0, 0, 1, 1, 0.0157366, 20, 3, 1, 8, 0, 0, 2, 1, 0.0148615, 20, 1, 2, 9, 0, 0, 1, 2, 0.0625479, 20, 0, 1, 11, 0, 0, 0, 0, 0.0204969, 20, 0, 1, 11, 0, 1, 0, 0, 0.00776172, 19, 1, 1, 11, 0, 0, 1, 0, 0.0358421, 19, 0, 2, 11, 0, 0, 0, 0, 0.0141499, 19, 0, 2, 11, 0, 0, 0, 0, 0.0150256, 19, 0, 2, 11, 0, 0, 0, 0, 0.00366159, 19, 0, 2, 11, 0, 0, 0, 1, 0.000432038, 19, 0, 1, 12, 0, 0, 0, 0, 2.84405e-05, 19, 0, 1, 12, 0, 0, 0, 1, 1.17554e-07, 19, 0, 0, 13, 0, 0, 0, 0, 3.19853e-11, 19, 0, 0, 13, 0, 0, 0, 0, 1.72085e-14, 19, 0, 0, 13, 0, 0, 0, 0, 1.22125e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 552000,782
-1.95685,-1.30484,0.272129,0.157913,0.131543,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00508784, 29, 1, 1, 1, 0, 3, 1, 0, 0.030437, 26, 3, 2, 1, 0, 1, 1, 1, 0.0175077, 25, 3, 2, 2, 0, 0, 3, 1, 0.0261463, 25, 0, 4, 3, 0, 1, 0, 0, 0.0175077, 24, 1, 4, 3, 0, 2, 0, 0, 0.0696743, 22, 3, 4, 3, 0, 2, 1, 3, 0.0863208, 20, 4, 2, 6, 0, 0, 0, 1, 0.0272919, 20, 4, 1, 7, 0, 0, 1, 1, 0.00991002, 20, 3, 1, 8, 0, 0, 2, 1, 0.0104279, 20, 1, 2, 9, 0, 0, 1, 2, 0.0463196, 20, 0, 1, 11, 0, 0, 0, 0, 0.0150939, 20, 0, 1, 11, 0, 1, 0, 0, 0.00531704, 19, 1, 1, 11, 0, 0, 1, 0, 0.0226343, 19, 0, 2, 11, 0, 0, 0, 0, 0.00944049, 19, 0, 2, 11, 0, 0, 0, 0, 0.00905175, 19, 0, 2, 11, 0, 0, 0, 0, 0.00249851, 19, 0, 2, 11, 0, 0, 0, 1, 0.000363847, 19, 0, 1, 12, 0, 0, 0, 0, 2.85085e-05, 19, 0, 1, 12, 0, 0, 0, 1, 2.24764e-07, 19, 0, 0, 13, 0, 0, 0, 0, 4.55632e-11, 19, 0, 0, 13, 0, 0, 0, 0, 8.92619e-14, 19, 0, 0, 13, 0, 0, 0, 0, 6.66134e-15, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 553000,784
-1.91415,-1.72795,0.474291,0.183937,0.118196,29, 2, 0, 1, 29, 2, 0, 1, 0, 0, 1, 0, 0.00923515, 29, 1, 1, 1, 0, 3, 1, 0, 0.0317436, 26, 3, 2, 1, 0, 1, 1, 1, 0.0182645, 25, 3, 2, 2, 0, 0, 3, 1, 0.0272713, 25, 0, 4, 3, 0, 1, 0, 0, 0.0182645, 24, 1, 4, 3, 0, 2, 0, 0, 0.0737288, 22, 3, 4, 3, 0, 2, 1, 3, 0.0945324, 20, 4, 2, 6, 0, 0, 0, 1, 0.0314278, 20, 4, 1, 7, 0, 0, 1, 1, 0.0126157, 20, 3, 1, 8, 0, 0, 2, 0, 0.0135548, 20, 1, 3, 8, 0, 0, 1, 2, 0.0756283, 20, 0, 2, 10, 0, 0, 0, 0, 0.0328093, 20, 0, 2, 10, 0, 1, 0, 0, 0.0115287, 19, 1, 2, 10, 0, 0, 1, 0, 0.0480449, 19, 0, 3, 10, 0, 0, 0, 0, 0.0156052, 19, 0, 3, 10, 0, 0, 0, 0, 0.0149024, 19, 0, 3, 10, 0, 0, 0, 0, 0.00279019, 19, 0, 3, 10, 0, 0, 0, 1, 0.000182237, 19, 0, 2, 11, 0, 0, 0, 1, 1.16229e-05, 19, 0, 1, 12, 0, 0, 0, 0, 6.85085e-09, 19, 0, 1, 12, 0, 0, 0, 1, 1.16274e-12, 19, 0, 0, 13, 0, 0, 0, 0, 1.11022e-16, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 554000,786
